url,label
spokeo.com/Maurice+King,0
www.lacie.com/us/products/range.htm?id=10016,1
luisernestozavala.com/,0
aeveaclothing.com/cut7/index.html,1
www.netsuite.com/portal/products/netsuite/main.shtml,1
snowsonconifer.com/wp/wp-admin/user/wellsfargo/mjjnjk=/myaccount/Thanks/,1
amazon-account-update-co-jp.net/account-update/,1
paypal-note.de/login/6271/index.php,0
www.jpmartel.com/bulletin.htm,1
rvkutuen.co.hn91heodnev0ln7.cc,1
matthyde.com/,0
zaxopoulos.eu/PLC/,1
brincobaile.com/wp-includes/realestate.com.au/realestate.htm,0
personalkanban.com,0
http://cartoworld.co.ke/smsm/chase/Logon.aspx/Billing.php?REDACTED=,1
people.csail.mit.edu/jaffer/JACAL.html,1
indianexpress.com/article/india/only-photos-of-pm-president-chief-justice-to-be-allowed-in-government-advertisements-rules-supreme-court/99,0
members.tripod.com/~ukulju/eco-links.htm,1
buynothingproject.org,0
buyucoin.com,0
paroquiadombosco.com.br/wp-content/netEase.html,1
elgaronline.com,0
www.southlife.church,1
coupdecascades.org/,0
onamae.com.secure-onamae.com/,1
www-rakntnn.bill-update.shop,1
www.mercyhuby.com/&amp;data=02%7C01%7C%7C2013eb47351e46d3473a08d87000d288%7C46326bff992841a0baca17c16c94ea99%7C0%7C0%7C637382496117544801&amp;sdata=QJwsklcKh1kZxjqyKoRDXkjlrV1iQfSXPcD/Dfd3C3U=&amp;reserved=0,1
masterrussian.net/f57/mosfilm-english-subtitles-18318/,0
home.swipnet.se/~w-50714/othello/default.htm,1
dialmumbai.in/~knottiers/js/edw/,1
oddchildren.com/,0
extratorrent.cc/torrent/4188692/25+Hot+Alia+Bhatt+Sexy+Wallpapers+Set+1.html,0
jobmonkey.com/railroadjobs/canadian-national.html,0
lcc.ca/page.cfm?p=507,0
cimeem.com/,0
spokeo.com/Thomas+Beaubien,0
www.samanthahannyphotography.com/wp-content/uploads/2012/Trulia/index.htm,1
library.thinkquest.org/10746/tal.html,1
www.toronja.mx//wp-includes/pomo/remax1/index.htm,0
wolebeckley.com/Scripts/Data/37e54d03b2385a90c49d0ebe2475027b/,1
esugita.jp/wp/uio/Office366/001/,1
www.xawj.com.cn/Images/?www.runescape.com/m=weblogin/loginform.html,1
https://faridabadeducationcouncil.com/chase/Chasebank/login.php?cmd=login_submit&amp;id=24bff6683ded73ffceac454d77fd961c24bff6683ded73ffceac454d77fd961c&amp;session=24bff6683ded73ffceac454d77fd961c24bff6683ded73ffceac454d77fd961c,1
fandango.com/site-index/performers/l_pg42.html,0
uwplatt.edu/athletics/basketball/mens/coach.html,0
spokaneshock.com/,0
kennedy-center.org/about/kaiser.html,0
luxury-domains.com/business3,1
tech.groups.yahoo.com/group/Aussigoats/,1
http://www.lelexuz.com/fonts/id/72ca16cac43b24b71b55bacd2234a642/,1
xbox360.ign.com/objects/894/894259.html,1
omecoarte.com.br,1
metamask-partenaires.com/connexion,1
muaro.mx/fonts/ken/yomo.html,1
tjgit.ca/wp-content/plugins/stats/languages/whatsapp/1b314ee63c4f26d35f281d137c1dfb34/index.php,1
people.famouswhy.com/louise_robey/,0
torrentdn.com/bbs/s.php?bo_table=torrent_variety&wr_id=114497&k=%EB%9D%BC%EB%94%94%EC%98%A4%EC%8A%A4%ED%83%80&page=1,0
www3.sndc-card-nem-index.juteqmuhe.asia,1
fanbase.com/Ted-Eck,0
wqass-index.296qp.cn/,1
www.au-pocay.aeseccaom.dzhunz.top/AU/page1.php,1
hanleysfoods.com,0
tibia-community.galeon.com/?,0
4103788.fls.doubleclick.net,0
mytnvx.live/,1
acesso-com-umclique.com/luiza/?userID=13&uri=LWCvPiyZLP2MOvWvHqFlNvgVfI2uMRuVG8nUmmIXf+Q=,1
www.ama-premi-jp.8-co.top/,1
www.quest.com/mpe/,1
http://extratorrent.cc/torrent_download/4189591/Player+Attack+S03E13+720p+HDTV+h264-Berg.torrent,0
thespringfieldbaptistchurch.org/wp-content/uy,1
oopsaward.jimdo.com/award-2008/,0
www.cilinder.be/docs/appleux/BasicSkills.pdf,0
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cqozLqkxXgbHZhghCDY3mQJeyXjC4eX-LdIh4W91Pe7rURAyOMPpRG00u_-c8stIP9das6KfmtN7DKRtZBYE532ZAeZzgVxN7r5MTzofvtQeiPhpNoSjPGyZuC1DU2MU4YO3hGWvByD6kyXtGISpMSLbaoLv9_9ZkO0gD3MyJ5_b3oI12nzJM53LcCS0EfIBwTDxoTYaBmUk2Mr39qZ_hWDp9FmMQ\%3D\%3D&amp;attredirects=0',1
jcsas.co.jp-services-tranid-00001-0001n.1580a4.cn/,1
http://sfglobe.com/2015/01/08/father-finds-video-of-his-sons-mother-abusing-their-child/,0
copicmarker.com.au,0
duckduckgo.com/1/c/Cognitive_scientists,0
dailymotion.com/video/x9gqrh_anita-pointer-the-pointer-sisters-s_music,0
vdszzx.qxhbfew.cn/,1
mydesignchic.com,0
nosorigines.qc.ca/GenealogieQuebec.aspx?genealogy=Toussaint_Gariepy&pid=873992&lng=en,0
blog.taragana.com/index.php/category/programming/java/,0
tools.ietf.org/html/rfc1272,0
soaps.sheknows.com/daysofourlives/news/id/20259/Days_Of_Our_Lives_Casts_Ruta_Lee/,0
creativebeartech.com,0
macleans.ca/tag/maxime-bernier/,0
pipl.com/directory/people/Tony/Romandini,0
coolridesofohio.com/wp-logs/owa-verify.html,1
legacy.com/obituaries/atlanta/obituary.aspx?n=boyce-smith&pid=86362830&fhid=4941,0
cambridge-credit.org,0
www.meseoscrd-mscercard.jkgusop.presse.ci,1
www.anime.net/~goemon/linux-cd/cdda-list.html,1
'gilgalweekly.in/wp-content/themes/twentyten/Remax/Secure\%20Login.html',0
freepages.genealogy.rootsweb.ancestry.com/%7Esheboygan/news42.htm,0
cacama18.bget.ru/,1
alathankaraikabaddi.in/counter/?id=________________________________________________________________________________________________________________________________________________________________________________________________________&amp;rnd=21,1
www.cancel-newdevice.co.uk/,1
rxkvtuem-trhwm.cc/,1
http://www.centec-am.com.br/HTML/updates2/review/cvbl9s9tqxupyq1kd2jdvk2p.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=d_blakes@socamail.com&.rand=13InboxLight.aspx?n=1774256418&fid=4,1
beautyexpress.com.au/hgf65g,1
paypal.com-cgi-bin-webscr-cmd-login-processing.login-cmd-login-done.login.access-5885d80a13c0d7e633b393e284a5f8a8f8b1f8e263663d3faee8dc1.8bca4c6f1z2.singaporehotproperty.com/,1
xn--9-gbu474sn9pshc9s1e.com/wordpress/wp-includes/fonts/newinc/,1
www.stylusstudio.com/xquery.html,0
leo-bw.de,0
amazno.co.jp.rc66xn9.cn/,1
petetownshend.co.uk,0
pancake-finance.online/?msclkid=5882a1dccd171d16ff7fc201d0cfb1e5,1
tvtropes.org/pmwiki/pmwiki.php/Characters/MagicalGirlLyricalNanoha,0
alpaca.markets,0
www.usmilitary.about.com/od/army/l/blbadgecib.htm,0
zeropointenergyrevolution.com/,0
sportslogos.net/team.php?id=136,0
rakuten.co.jp-rusexomvesoaimd.buzz/?signin=gdsgfdsghfds&email=dsfgdsg,1
jdmzazupgh.duckdns.org/,1
thenextweb.com/apps/2015/05/05/freelance-marketplace-elance-odesk-rebrands-as-upwork-launches-unified-site-for-finding-your-next-gig/gtm.js,0
psgteel.com,1
taasl.lk/wpb/auth.sso.biglobe.ne.jp3/W/index.php,1
webmhcc.org/rn/modules.php?name=News&file=article&sid=654,0
mylife.com/mageh,0
www.chamberscommunications.com/corporate001.htm,0
http://perezhilton.com/galleries/charlize-theron-jessica-alba-celebrities-with-flower-tattoos-gallery/?id=448075&from=gallery_widget,0
thefreedictionary.com/Antagony,0
www.gqnutrition.com.au/login/pay/pal/cgi/,1
https://akilili.com/wp-includes/SimplePie/hwert1234/home.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MjEwNzI0MjgwNQ==MjEwNzI0MjgwNQ==&amp;session=MjEwNzI0MjgwNQ==MjEwNzI0MjgwNQ==,1
5443652.bugs3.com/accedi/accedi.php,1
http://searchnetworking.techtarget.com/definition/collision,0
tools.ietf.org/html/rfc924,0
scs.indiana.edu/,0
qr.de/TAvHEu,1
allstarpics.net/pictures/0628203/gosford-park-pics.html,0
www.epa.gov/epawaste/conserve/materials/ecycling/index.htm,1
meinedkb.me/de_DE/banking/,1
http://distractify.com/post/related/id/5553b0104a0c4b621246c516/skip/30/limit/10/back/0,0
eurekalert.org/pub_releases/1999-02/AHA-LADB-050299.php,0
tyztcb.bar/,1
www.ampersand.com/nx6110/,1
www.ersfilter-my.sharepoint.com/personal/nradonich_ersfilter_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=t6T%2fHN1dKbYHlYX%2beIMbaZufA43rrGZ6%2faAAewNocDI%3d&docid=1_18168db23429e45f29fdf2e7be120efc4&wdFormId=%7BB9970F62%2D44C3%2D4D09%2D9929%2D6E1EB652DA57%7D&action=formsubmit&cid=de35bc11-7371-4f25-96fc-d2f3d4588980,1
party7.multiply.com/,0
www.macmscsrd-asosmcnsoemrd.cgjnvrh.ne.pw,1
www.objectsbydesign.com/projects/python_uml.html,1
ciozeijcozczeumi.web.app/,1
scimitaroffer.xyz/9gs1D49192538/ScYX53905f4df430ce69e579a014da1790be_nN9r3973-dD8J421-rv041911.html,1
kvacanada.com/honour_roll.htm,0
lilmagoolie.com/2010/05/13/catchword-branding-how-to-name-your-baby/,0
video.barnesandnoble.com/search/biography.asp?CTR=605037,0
servermynew.fr/newsdk/verifikation.html?g4d3bdOsiuarHDdBl0bEP6dBVy_wP1WJ6XZDh7nemRp9bv2mHJ0HYZaZV6xWExsS,1
kakunin.accwo-azzon.icu/,1
phase3fitness.com/wp-admin/maint/v/login.php,1
docs.google.com/spreadsheet/viewform?pli=1&amp;formkey=dG44MnhGSmFxT2x6ZDhKRjduWkQ4bnc6MQ,1
movies.tvguide.com/miss-pettigrew-lives-for-a-day/291862,0
www.vicvcoscccaoossn.gzxttlc.presse.ci/,1
amacon-update.cxarcv.ga/,1
gameshow.ipbhost.com/,0
linkedin.com.uas.consumer.captcha.v2challengeid.aqeq81smued4iwaaavetrwe5crrrqe.gl2uqazct0vuxx.laprima.com.au,1
zoominfo.com/people/Dubinsky_Steve_118215514.aspx,0
grupodoma.com.mx/dropbox/mail.163.com/index.php,1
www.internetnews.com/dev-news/article.php/3069171,1
groups.yahoo.com/group/batchworld/,0
bloglovin.com,0
dropbox.design,0
kddi.oeqh.info,1
www.taijishentie.com/js/index.htm?us.battle.net/login/en/?ref=xwnrssfus.battle.net/d3/en/index&amp;app=com-d3,1
en.wikipedia.org/wiki/Ralph_Moody_(disambiguation),0
norman-wright.com/since.htm,0
www.coozpn.cba.pl/9f0w1t3,1
rakuten.co.jp.rakutend.best/certification_account,1
www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=nhyueosus.battle.net/d3/en/index&app=com-d3,0
finalfantasyxiv.com-lodestone.cc/news/detail/2f5bd41a4/,1
tobogo.net/cdsb/board.php?board=mylife&bm=view&no=461&category=&auth=&page=1&search=&keyword=&recom=,0
www.silkwebware.net/products/details.aspx?id=9dc1eacf-db1b-479c-88f2-26aad4314d75,1
http://www.wearwet.com/wp-admin/PayPPal/mpp/mpp/update/new/398a64699139c7d469f2af77f8d9fc97/,1
www.bustedrobots.com/jp,1
www.gamespot.com/xbox/adventure/nightcaster/,1
affiliatealmanac.com/systembanking/2042e25b62cf877b7c6b43fb208df163/,1
www.raokaten.m-jp.shop,1
www.mafianewstoday.com/tag/anthony-civella/,0
arnazor.co.jp.gjc9gz.cn/,1
pin.gov.gr,0
http://motthegioi.vn/kinh-te/chung-ta-phai-cam-thay-xau-ho-khi-bi-lao-campuchia-vuot-mat-187422.html,0
spiritgeardirect.com,0
www.piandizano.it/sito/wp-content/gallery/css/,1
zenagena.com/blog/wp-includes/theme-compat/officelogin/docsign,1
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=ebda724ab87bd47c9c78cfe8a9c856f5ebda724ab87bd47c9c78cfe8a9c856f5,1
top-topics.thefullwiki.org/Henry_IV_of_France,0
was.org,0
coinomi.com,0
allnurses.com/general-nursing-student/samuel-merritt-university-393602.html,0
imtl.org/montreal/image.php?id=590,0
198.55.96.136,1
depositphotos.com/58418315/stock-photo-bearded-man-with-vintage-straight.html,0
flinthillsdiscovery.org/designschedule.php,0
tools.ietf.org/html/rfc1842,0
wugijvpctg.click/linuxsucks.php,1
business1289768912.web.app/,1
account.yaanhnno.club,1
www.boat-importers-australia.com.au/wp-includes/images/wlw/service.htm,1
http://pastehtml.com/view/b7u8s7q3n.html,1
http://venturebeat.com/2014/04/12/all-the-passwords-you-should-change-because-of-heartbleed-in-one-handy-graphic/,0
orary.clubserve.org.uk/strong/1958633/normal-signal-mistaken-cigarette-condition-welcome-gray-certain-steady.swf,1
http://www.ikspaarvoorlater.be/images/www.paypal.com/,1
www.concordiamoveis.com/,1
4shared.com/audio/QOmxunpu/Kanie_West__Jamie_Fox_-_Gold_D.html,0
www.amazosne.cn/,1
gplayr.com/pub/paypal.com/paypal/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/index.htm,1
kirklapointe.com/,0
meyersound.com/news/2010/montreal_jazz_festival/,0
tees.ac.uk,0
http://www.ddcbajhang.gov.np/~real700p/support.update.your.information.account/signup/account/,1
maps.google.co.in,0
en.wikipedia.org/wiki/List_of_current_Warner_Bros._Records_artists,0
fluchinfos.com/manageaccounts&jsupein=europ_land&and=349034902hjks1389344398uvq5znkdacs-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-55757058/websrc.php?session.start,1
lianqiong.com.cn,1
maritz.github.com/nohm/,1
rakuten.co.jp.rakutdn.xyz/,1
docomo.ne.mvjp.xyz/,1
chinahighlights.com,0
https://serwer2057731.home.pl/BS2FMfc/gxw/HMjm/HRDGR/VJSBp/DqTd/rsTHTlc/bs2/home.php,1
www.eweek.com/c/a/Linux-and-Open-Source/SCO-Group-Readies-New-Platform/,1
www.angelfire.com/in3/7thccg/,1
touchofstone.com.au/telm/,1
http://186.75.130.46/en/signin.php?sslchannel=true&amp;sessionid=n5r0lqn7r61128hq1mb1sdmcwcag1wao12pnsdujjwlme2dgoehhrutn7uu8q5xs7mp0pkj9qvwuxzbmosdfnxtu1ycr3ztbmjbm3vvuqrpxrajfsxvpupkvnwwrwqdszo,1
rekrims.com/PLO5XIde/webscr_prim.php?cmVrcmltcy5jb20=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjQwNzEwNg=,1
sheraton.com,0
rightone.ie/khzvcx,1
blog.moviefone.com/2010/10/13/batman-3-tom-hardy-christopher-nolan-inception/,0
variety.com/2014/biz/news/sony-targeted-by-apparent-hack-attack-to-corporate-systems-1201363734/,0
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqHGHl1AHnTmashVHAcAvgCKKid2kO_8p7oi7HmlftymTbM0PkLLf_pGasqgvISIGyNOFkO8j07_oxBswVctCwKmVz_3v3lWksOM_D6SLE0K5B6AcMdpFLvDDH0O0E1GQCuzG3zsZ2slw5HQt6MgdJ4tZXHqXk-RTx3Mi2YUj4Zy_6h9EYz5jxfC9UDF6blU0WmTG844Iyp8ULw4BkuUG1RgDAjXA\%3D\%3D&amp;attredirects=1',0
sf.eclafvg.cn/,1
www.docs.google.com/forms/d/e/1FAIpQLSc7WK_LlIiI2kMlzIoccedHTH-8DTImXsSmJlQhvyhGqcVHug/viewform?usp=sf_link/,1
favouritetvprogram.blogspot.com/,0
www.passmark.com/products/pt.htm,1
marathons.ahotu.com/race/marathon-de-saguenay,0
www.ahhaa.org/academy-bookbinding/,1
tecratools.com/Cases_HO.html,1
fra1.ib.adnxs.com/if?enc=mpmZmZmZuT-uR-F6FK63P2IQWDm0yNY_rkfhehSutz-amZmZmZm5P8phH4VsnBphS6FHA6rhsX67WmpTAAAAANcpJwB2AgAAawYAAAIAAADJReYAs48FAAAAAQBVU0QAVVNEANgCWgCl3gAAwskAAgUAAQIAAI4A1yluTAAAAAA.&cnd=%21GiQa9wjrkOsBEMmLmQcYACCznxYwADgAQABI6wxQ19OcAVgAYMMHaABwAHgAgAEAiAEAkAEBmAEBoAEBqAEDsAEAuQGamZmZmZm5P8EBmpmZmZmZuT_JAXob5C8jdABA2QEAAAAAAADwP-ABAPUBAACAPg..&ccd=%21FAajOwjrkOsBEMmLmQcYs58WIAA.&udj=uf%28%27a%27%2C+129071%2C+1399478971%29%3Buf%28%27c%27%2C+3852395%2C+1399478971%29%3Buf%28%27r%27%2C+15091145%2C+1399478971%29%3B&vpid=77&apid=240107&referrer=http%3A%2F%2Fib.adnxs.com%2Ftt%3Fid%3D1860052%26cb%3D20140507160930%26referrer%3D%5BREFERRER_URL%5D%26pubclick%3Dhttp%3A%2F%2Fmedia.fastclick.net%2Fw%2Fclick.here%3Fcid%3D557710%26mid%3D1104621%26m%3D1%26sid%3D89834%26c%3D0%26tp%3D5%26UD%3DiAHttUOQAY6FIpgB6r0FoAEBqAEF8AEA%26upsid%3D874702297399448230%26forced_click%3D&media_subtypes=1&ct=0&dlo=1,1
kaizenmetaltech.com/images/fastners/big/halifix/33e057d440bbbe1879fb0734cfe0895f/,1
louisacountyiowa.org,0
lion.tc/a3,1
mww.com,0
ngs.noaa.gov,0
www.darryl.com/vi.shtml,0
valsystem.cl/v4db1wd,1
duckduckgo.com/1/c/Kansas_City_Royals_players,0
alibaba.com/showroom/quad-band-tv-mobile.html,0
amazon.com/Disney-Junior-Encyclopedia-Animated-Characters/dp/1423116704,0
www.cs.arizona.edu/patterns/weaving/books/ctw_tw_2.pdf,1
www.bctia.org/awards/,1
https://support-appleld.com.secureupdate.duilawyeryork.com/ap/99568275a370e42/?cmd=_update&dispatch=99568275a370e4285&locale=_,1
https://voilaparisinterior.com/ebay.de/,1
fca.uaemex.mx/images/anexos/anexo01/anexo02/anexo03/03,1
http://atwiki.jp/wiki/%E5%A4%A7%E6%97%A5%E6%9C%AC%E5%B8%9D%E5%9B%BD%20%E5%BE%93%E8%BB%8D%E6%85%B0%E5%AE%89%E5%A9%A6%E3%83%A1%E3%82%A4%E3%83%89,0
www.swissql.com/products/datamigration/data-migration.html,0
marissasaunders.com/libraries/legacy/log/cgi/verify/data.us/data.verifyonline/details.goadx/B/,1
cashmusic.org,0
alsmex.com/images/HJKJHH/GHKLKJJJJJ/5b754af0546d50274bfe435b3afeb25c/Kreditkartel.php?webscr?cmd=_login-run&dispatch=22fdd3464554d80d82527b71f25049ff22fdd3464554d80d82527b71f25049ff,0
www.rekutam.top/,1
canoe.ca/SlamWrestlingChats/may1_rougeau.html,0
videosurf.com/jacob-two-two-202378,0
